"","EXP.ID","COMPOUND","RT","ABUNDANCE","PROFILE.ID"
"1","20161017OB-UV-3","Eucalyptol",12.85,19052801,"C.I"
"2","20161017OB-UV-3","Ocimene",13.675,3657124,"C.I"
"3","20161017OB-UV-3","terpinolene",15.484,165944,"C.I"
"4","20161017OB-UV-3","linalool",16.454,31601517,"C.I"
"5","20161017OB-UV-3","camphor",18.412,210924,"C.I"
"6","20161017OB-UV-3","endo-borneol",19.658,259195,"C.I"
"7","20161017OB-UV-3","alpha-terpineol",20.847,723138,"C.I"
"8","20161017OB-UV-3","octyl acetate",21.77,728751,"C.I"
"9","20161017OB-UV-3","chavicol",23.6,26864,"C.I"
"10","20161017OB-UV-3","bornyl acetate",25.005,1784626,"C.I"
"11","20161017OB-UV-3","gamma-elemene",27.114,1274612,"C.I"
"12","20161017OB-UV-3","eugenol",28.252,24965160,"C.I"
"13","20161017OB-UV-3","alpha-copaene",29.001,429567,"C.I"
"14","20161017OB-UV-3","beta-elemene",29.342,438942,"C.I"
"15","20161017OB-UV-3","sesquiterpene a",29.653,9564978,"C.I"
"16","20161017OB-UV-3","methyleugenol",29.833,198754,"C.I"
"17","20161017OB-UV-3","trans-alpha-bergamotene",30.658,283400,"C.I"
"18","20161017OB-UV-3","beta-ylangene",30.797,1017913,"C.I"
"19","20161017OB-UV-3","cis-alpha-bergamotene",31.623,32896653,"C.I"
"20","20161017OB-UV-3","alpha-copaene",31.977,982370,"C.I"
"21","20161017OB-UV-3","humulene",32.347,2568402,"C.I"
"22","20161017OB-UV-3","cis-beta-farnesene",32.438,1239704,"C.I"
"23","20161017OB-UV-3","cis-muurola-4(15),5-diene",32.606,1756865,"C.I"
"24","20161017OB-UV-3","Germacrene D",33.4,7627397,"C.I"
"25","20161017OB-UV-3","bicyclogermacrene",33.985,3502186,"C.I"
"26","20161017OB-UV-3","alpha-bulnesene",34.263,4154199,"C.I"
"27","20161017OB-UV-3","gamma-cadinene",34.731,5875052,"C.I"
"28","20161017OB-UV-3","delta-cadinene",34.93,215328,"C.I"
"29","20161017OB-UV-3","sesquiterpene b",35.202,534008,"C.I"
"30","20161017OB-UV-3","alpha-cadinene",35.607,76425,"C.I"
"31","20161017OB-UV-3","nerolidol",36.726,10732,"C.I"
"32","20161017OB-UV-3","epicubenol",38.623,45177,"C.I"
"33","20161017OB-UV-3","tau-cadinol",39.654,386992,"C.I"
