"","EXP.ID","COMPOUND","RT","ABUNDANCE","PROFILE.ID"
"1","20161017OB-UV-3","Eucalyptol",12.85,15342431,"U8.F"
"2","20161017OB-UV-3","Ocimene",13.675,2200043,"U8.F"
"3","20161017OB-UV-3","terpinolene",15.484,125523,"U8.F"
"4","20161017OB-UV-3","linalool",16.454,29110635,"U8.F"
"5","20161017OB-UV-3","camphor",18.412,137629,"U8.F"
"6","20161017OB-UV-3","endo-borneol",19.658,177153,"U8.F"
"7","20161017OB-UV-3","alpha-terpineol",20.847,721376,"U8.F"
"8","20161017OB-UV-3","octyl acetate",21.77,1340928,"U8.F"
"9","20161017OB-UV-3","chavicol",23.6,32716,"U8.F"
"10","20161017OB-UV-3","bornyl acetate",25.005,2480484,"U8.F"
"11","20161017OB-UV-3","gamma-elemene",27.114,1748928,"U8.F"
"12","20161017OB-UV-3","eugenol",28.252,24970796,"U8.F"
"13","20161017OB-UV-3","alpha-copaene",29.001,405960,"U8.F"
"14","20161017OB-UV-3","beta-elemene",29.342,861305,"U8.F"
"15","20161017OB-UV-3","sesquiterpene a",29.653,10240535,"U8.F"
"16","20161017OB-UV-3","methyleugenol",29.833,221461,"U8.F"
"17","20161017OB-UV-3","trans-alpha-bergamotene",30.658,295482,"U8.F"
"18","20161017OB-UV-3","beta-ylangene",30.797,1236294,"U8.F"
"19","20161017OB-UV-3","cis-alpha-bergamotene",31.623,31744346,"U8.F"
"20","20161017OB-UV-3","alpha-copaene",31.977,757662,"U8.F"
"21","20161017OB-UV-3","humulene",32.347,3399662,"U8.F"
"22","20161017OB-UV-3","cis-beta-farnesene",32.438,1873095,"U8.F"
"23","20161017OB-UV-3","cis-muurola-4(15),5-diene",32.606,1697754,"U8.F"
"24","20161017OB-UV-3","Germacrene D",33.4,7835212,"U8.F"
"25","20161017OB-UV-3","bicyclogermacrene",33.985,4758158,"U8.F"
"26","20161017OB-UV-3","alpha-bulnesene",34.263,3760581,"U8.F"
"27","20161017OB-UV-3","gamma-cadinene",34.731,6139627,"U8.F"
"28","20161017OB-UV-3","delta-cadinene",34.93,254841,"U8.F"
"29","20161017OB-UV-3","sesquiterpene b",35.202,634865,"U8.F"
"30","20161017OB-UV-3","alpha-cadinene",35.607,88881,"U8.F"
"31","20161017OB-UV-3","nerolidol",36.726,37638,"U8.F"
"32","20161017OB-UV-3","epicubenol",38.623,75050,"U8.F"
"33","20161017OB-UV-3","tau-cadinol",39.654,550480,"U8.F"
