"","EXP.ID","COMPOUND","RT","ABUNDANCE","PROFILE.ID"
"1","20161017OB-UV-3","Eucalyptol",12.85,16127066,"C.F"
"2","20161017OB-UV-3","Ocimene",13.675,931108,"C.F"
"3","20161017OB-UV-3","terpinolene",15.484,42296,"C.F"
"4","20161017OB-UV-3","linalool",16.454,27342637,"C.F"
"5","20161017OB-UV-3","camphor",18.412,223246,"C.F"
"6","20161017OB-UV-3","endo-borneol",19.658,213444,"C.F"
"7","20161017OB-UV-3","alpha-terpineol",20.847,652740,"C.F"
"8","20161017OB-UV-3","octyl acetate",21.77,272576,"C.F"
"9","20161017OB-UV-3","chavicol",23.6,2522,"C.F"
"10","20161017OB-UV-3","bornyl acetate",25.005,1087907,"C.F"
"11","20161017OB-UV-3","gamma-elemene",27.114,351052,"C.F"
"12","20161017OB-UV-3","eugenol",28.252,18179504,"C.F"
"13","20161017OB-UV-3","alpha-copaene",29.001,182318,"C.F"
"14","20161017OB-UV-3","beta-elemene",29.342,128959,"C.F"
"15","20161017OB-UV-3","sesquiterpene a",29.653,4183139,"C.F"
"16","20161017OB-UV-3","methyleugenol",29.833,58469,"C.F"
"17","20161017OB-UV-3","trans-alpha-bergamotene",30.658,103581,"C.F"
"18","20161017OB-UV-3","beta-ylangene",30.797,347734,"C.F"
"19","20161017OB-UV-3","cis-alpha-bergamotene",31.623,14421483,"C.F"
"20","20161017OB-UV-3","alpha-copaene",31.977,753917,"C.F"
"21","20161017OB-UV-3","humulene",32.347,876747,"C.F"
"22","20161017OB-UV-3","cis-beta-farnesene",32.438,1207993,"C.F"
"23","20161017OB-UV-3","cis-muurola-4(15),5-diene",32.606,692010,"C.F"
"24","20161017OB-UV-3","Germacrene D",33.4,3600301,"C.F"
"25","20161017OB-UV-3","bicyclogermacrene",33.985,1214276,"C.F"
"26","20161017OB-UV-3","alpha-bulnesene",34.263,1649904,"C.F"
"27","20161017OB-UV-3","gamma-cadinene",34.731,3282735,"C.F"
"28","20161017OB-UV-3","delta-cadinene",34.93,121409,"C.F"
"29","20161017OB-UV-3","sesquiterpene b",35.202,296582,"C.F"
"30","20161017OB-UV-3","alpha-cadinene",35.607,26771,"C.F"
"31","20161017OB-UV-3","nerolidol",36.726,27039,"C.F"
"32","20161017OB-UV-3","epicubenol",38.623,NA,"C.F"
"33","20161017OB-UV-3","tau-cadinol",39.654,252369,"C.F"
